141	-77.14880000000001 -77.14880000000001 -77.1488 -77.14880000000001
142	-75.63430000000002 -75.63430000000002 -75.63430000000001 -75.63430000000002
143	-75.39280000000001 -75.39280000000002 -75.3928 -75.39280000000001
144	-75.77060000000002 -75.77060000000003 -75.7706 -75.77060000000002
145	-78.9741 -78.97410000000002 -78.97409999999999 -78.9741
146	-75.68340000000003 -75.68340000000008 -75.6834 -75.68340000000003
147	-77.88320000000002 -77.88320000000003 -77.88319999999999 -77.88320000000002
148	-71.08330000000002 -71.08330000000002 -71.08330000000001 -71.08330000000002
149	-74.98920000000003 -74.98920000000003 -74.98920000000001 -74.98920000000003
150	-80.1371 -80.1371 -80.13709999999999 -80.1371
151	-73.96570000000007 -73.96570000000013 -73.96570000000001 -73.96570000000007
152	-72.63410000000002 -72.63410000000003 -72.6341 -72.63410000000002
153	-74.41550000000049 -74.41550000000089 -74.41550000000008 -74.41550000000049
154	-78.84800000000001 -78.84800000000001 -78.848 -78.84800000000001
155	-79.25620000000002 -79.25620000000004 -79.2562 -79.25620000000002
156	-73.71170000000012 -73.71170000000023 -73.71170000000002 -73.71170000000012
157	-79.20200000000003 -79.20200000000004 -79.20200000000001 -79.20200000000003
158	-74.21480000000003 -74.21480000000004 -74.21480000000001 -74.21480000000003
159	-77.5128 -77.51280000000001 -77.51279999999998 -77.5128
160	-75.61820000000002 -75.61820000000002 -75.6182 -75.61820000000002
161	-74.42790000000002 -74.42790000000002 -74.4279 -74.42790000000002
162	-73.81570000000002 -73.81570000000004 -73.81569999999999 -73.81570000000002
163	-77.1538 -77.15380000000002 -77.15379999999999 -77.1538
164	-74.65970000000051 -74.65970000000097 -74.65970000000007 -74.65970000000051
165	-80.10420000000002 -80.10420000000003 -80.1042 -80.10420000000002
166	-76.13610000000003 -76.13610000000007 -76.1361 -76.13610000000003
167	-79.16120000000014 -79.16120000000025 -79.16120000000002 -79.16120000000014
168	-77.5243000000037 -77.52430000000655 -77.5243000000006 -77.5243000000037
169	-73.11600000000054 -73.11600000000101 -73.11600000000007 -73.11600000000054
170	-80.57070000000004 -80.57070000000007 -80.5707 -80.57070000000004
171	-79.56990000000022 -79.56990000000042 -79.56990000000003 -79.56990000000022
172	-80.92490000000008 -80.92490000000012 -80.9249 -80.92490000000008
173	-79.22760000000014 -79.22760000000025 -79.22760000000002 -79.22760000000014
174	-79.9706000000001 -79.97060000000019 -79.97060000000002 -79.9706000000001
175	-67.61590000000024 -67.61590000000045 -67.61590000000004 -67.61590000000024
176	-79.30560000000017 -79.30560000000031 -79.30560000000001 -79.30560000000017
177	-81.7616 -81.76160000000002 -81.76159999999999 -81.7616
178	-77.40730000000003 -77.40730000000005 -77.4073 -77.40730000000003
179	-77.7611 -77.76110000000003 -77.7611 -77.7611
180	-78.09810000000002 -78.09810000000003 -78.0981 -78.09810000000002
181	-77.40820000000022 -77.40820000000042 -77.40820000000004 -77.40820000000022
182	-76.23070000000004 -76.23070000000007 -76.2307 -76.23070000000004
183	-45.58640000000005 -45.58640000000011 -45.586400000000005 -45.58640000000005
184	-70.25600000000007 -70.25600000000014 -70.256 -70.25600000000007
185	-77.99980000000002 -77.99980000000002 -77.9998 -77.99980000000002
186	-79.6374 -79.63740000000001 -79.63739999999999 -79.6374
187	-81.4503 -81.45030000000001 -81.4503 -81.4503
188	-75.28560000000013 -75.28560000000027 -75.28560000000002 -75.28560000000013
189	-78.14060000000002 -78.14060000000003 -78.1406 -78.14060000000002
190	-82.44780000000023 -82.44780000000041 -82.44780000000003 -82.44780000000023
191	-79.60010000000005 -79.6001000000001 -79.6001 -79.60010000000005
192	-76.80310000000003 -76.80310000000004 -76.8031 -76.80310000000003
193	-82.12140000000002 -82.12140000000004 -82.12140000000001 -82.12140000000002
194	-76.61800000000002 -76.61800000000004 -76.61800000000001 -76.61800000000002
195	-79.69420000000002 -79.69420000000004 -79.6942 -79.69420000000002
196	-74.18220000000018 -74.18220000000034 -74.18220000000004 -74.18220000000018
197	-75.22390000000225 -75.22390000000401 -75.22390000000033 -75.22390000000225
198	-78.87020000000031 -78.87020000000055 -78.87020000000004 -78.87020000000031
199	-80.98090000000035 -80.98090000000064 -80.98090000000005 -80.98090000000035
200	-68.78990000000094 -68.78990000000171 -68.78990000000013 -68.78990000000094
201	93.62528929142191 93.62528577378129 93.62529573520527 93.62528929142191
202	-75.4169000000002 -75.41690000000037 -75.41690000000004 -75.4169000000002
203	-77.46060000000044 -77.46060000000084 -77.46060000000006 -77.46060000000044
204	-77.45030000000014 -77.45030000000027 -77.45030000000001 -77.45030000000014
205	-74.89030000000002 -74.89030000000004 -74.8903 -74.89030000000002
206	-73.02150000000005 -73.02150000000009 -73.0215 -73.02150000000005
207	-75.48280000000037 -75.48280000000067 -75.48280000000005 -75.48280000000037
208	-78.86770000000001 -78.86770000000003 -78.86769999999999 -78.86770000000001
209	-81.89640000000001 -81.89640000000004 -81.8964 -81.89640000000001
210	-75.2295 -75.22950000000003 -75.2295 -75.2295
211	-46.95930000000075 -46.95930000000137 -46.959300000000106 -46.95930000000075
212	-5.017800000059391 -5.017800000099576 -5.017800000011102 -5.017800000059391
213	-36.458800000008516 -36.45880000001483 -36.4588000000014 -36.458800000008516
214	-76.13810000000032 -76.13810000000058 -76.13810000000005 -76.13810000000032
215	-77.28430000000003 -77.28430000000007 -77.28429999999999 -77.28430000000003
216	-76.81900000000003 -76.81900000000005 -76.819 -76.81900000000003
217	-73.15340000000035 -73.15340000000063 -73.15340000000005 -73.15340000000035
218	-78.04660000000003 -78.04660000000005 -78.04660000000001 -78.04660000000003
219	-77.4953000000001 -77.49530000000019 -77.49530000000001 -77.4953000000001
220	-74.20140000000004 -74.20140000000006 -74.2014 -74.20140000000004
221	-72.67780000000009 -72.67780000000016 -72.6778 -72.67780000000009
222	-72.25280000000002 -72.25280000000004 -72.25280000000001 -72.25280000000002
223	-72.8591000000001 -72.85910000000017 -72.85910000000001 -72.8591000000001
224	-77.99650000000001 -77.99650000000004 -77.99650000000001 -77.99650000000001
225	-78.033 -78.03300000000003 -78.03299999999999 -78.033
226	-78.08620000000003 -78.08620000000005 -78.08619999999999 -78.08620000000003
227	-72.61160000000001 -72.61160000000002 -72.61160000000001 -72.61160000000001
228	-73.78030000000008 -73.78030000000014 -73.78030000000001 -73.78030000000008
229	-79.73300000000002 -79.73300000000002 -79.733 -79.73300000000002
230	-77.66800000000002 -77.66800000000005 -77.668 -77.66800000000002
231	-77.53040000000004 -77.53040000000007 -77.5304 -77.53040000000004
232	-75.1641 -75.16410000000002 -75.1641 -75.1641
233	-74.58720000000001 -74.58720000000001 -74.58720000000001 -74.58720000000001
234	-81.40630000000006 -81.4063000000001 -81.4063 -81.40630000000006
235	-77.59330000000001 -77.59330000000001 -77.5933 -77.59330000000001
236	-76.56590000000004 -76.56590000000008 -76.5659 -76.56590000000004
237	-81.05930000000004 -81.05930000000006 -81.0593 -81.05930000000004
238	-75.70650000000012 -75.70650000000022 -75.70650000000002 -75.70650000000012
239	-77.03860000000002 -77.03860000000002 -77.0386 -77.03860000000002
240	-75.7047 -75.70470000000002 -75.7047 -75.7047
241	258.0385 258.0385 258.0385 258.0385
242	264.3818 264.3818 264.3818 264.3818
243	251.82519999999997 251.82520000000002 251.8252 251.82519999999997
244	265.1426 265.1426 265.1426 265.1426
245	22.90879999983438 22.90879999972774 22.908799999966995 22.90879999983438
246	255.73009375729828 255.66609157003475 255.91174564823902 255.73009375729828
247	240.9541 240.95410000000004 240.9541 240.9541
248	247.8396 247.8396 247.8396 247.8396
249	157.22362179107597 157.22357571426284 157.2237153898218 157.22362179107597
250	229.87859999999998 229.8786 229.87859999999998 229.87859999999998
251	277.5279 277.5279 277.5279 277.5279
252	259.0171 259.0171 259.0171 259.0171
253	-4.311600000025565 -4.311600000043563 -4.311600000004534 -4.311600000025565
254	242.7056 242.7056 242.7056 242.7056
255	7.517299998629721 7.517299997837131 7.5172999996883485 7.517299998629721
256	252.1368 252.1368 252.13679999999997 252.1368
257	250.2221 250.22210000000004 250.22209999999998 250.2221
258	235.2563 235.2563 235.2563 235.2563
259	249.7302 249.73020000000002 249.7302 249.7302
260	243.7606603892614 243.75393410617767 243.77760653576874 243.7606603892614
261	247.5939 247.5939 247.5939 247.5939
262	17.466999999284596 17.46699999885659 17.466999999843768 17.466999999284596
263	246.9345 246.9345 246.93449999999999 246.9345
264	258.6099369136393 258.60980683458973 258.6102127234576 258.6099369136393
265	250.7389 250.73890000000003 250.73889999999997 250.7389
266	261.9396 261.9396 261.9396 261.9396
267	259.4754224632421 259.3417984677073 259.8752885480053 259.4754224632421
268	237.5233 237.5233 237.52329999999998 237.5233
269	271.632 271.632 271.632 271.632
270	251.1877 251.1877 251.18769999999998 251.1877
271	255.1269 255.12690000000003 255.12689999999998 255.1269
272	230.34100000000004 230.34100000000004 230.34099999999998 230.34100000000004
273	228.91904153810069 228.86758773724665 229.06311426572765 228.91904153810069
274	15.89789999944987 15.897899999116294 15.897899999881814 15.89789999944987
275	267.9391 267.9391 267.9391 267.9391
276	279.6961999997591 279.69619999960685 279.6961999999508 279.6961999997591
277	250.6714 250.6714 250.6714 250.6714
278	259.772 259.772 259.77199999999993 259.772
279	256.0119 256.0119 256.0119 256.0119
280	251.23780000000002 251.2378 251.2378 251.23780000000002
281	262.8612 262.8612 262.86119999999994 262.8612
282	65.51459997332513 65.51459996023237 65.5145999926963 65.51459997332513
283	258.1477 258.1477 258.1477 258.1477
284	165.66859888497407 165.66619852304757 165.6743680487283 165.66859888497407
285	234.77240000000003 234.7724 234.77239999999998 234.77240000000003
286	284.9564 284.9564 284.9563999999999 284.9564
287	248.9314 248.9314 248.9314 248.9314
288	-40.37280000000119 -40.372800000002165 -40.372800000000176 -40.37280000000119
289	-41.00250000000046 -41.00250000000086 -41.00250000000006 -41.00250000000046
290	-45.8827000000001 -45.88270000000019 -45.88270000000001 -45.8827000000001
291	-73.75600000000001 -73.75600000000004 -73.756 -73.75600000000001
292	-75.68050000000017 -75.6805000000003 -75.68050000000002 -75.68050000000017
293	-74.13590000000005 -74.1359000000001 -74.13590000000002 -74.13590000000005
294	97.11719611604357 97.1171947385869 97.1171985481826 97.11719611604357
295	86.36469921017517 86.36469889678129 86.36469973273972 86.36469921017517
296	258.8656 258.8656 258.8656 258.8656
297	267.5124 267.5124 267.5124 267.5124
298	271.0416 271.0416 271.0416 271.0416
299	304.3411 304.3411 304.3411 304.3411
300	-17.20370000000235 -17.203700000004197 -17.203700000000357 -17.20370000000235
301	264.6638 264.6638 264.6638 264.6638
302	228.8598 228.8598 228.85979999999998 228.8598
303	-31.418300000006198 -31.41830000001086 -31.418300000001004 -31.418300000006198
304	41.27209999742201 41.272099995980014 41.27209999939004 41.27209999742201
305	-46.54710000000018 -46.54710000000033 -46.54710000000002 -46.54710000000018
306	259.3922 259.3922 259.3922 259.3922
307	-14.69420000006356 -14.694200000106429 -14.694200000011934 -14.69420000006356
308	259.1051 259.1051 259.1051 259.1051
309	265.2026 265.2026 265.2026 265.2026
310	45.910599992426704 45.9105999884328 45.91059999808332 45.910599992426704
311	294.8581 294.8581 294.8581 294.8581
312	266.6109 266.6109 266.61089999999996 266.6109
313	265.8103 265.8103 265.8103 265.8103
314	283.20679999996264 283.2067999999367 283.20679999999317 283.20679999996264
315	291.9263 291.9263 291.9263 291.9263
316	269.65695146657157 269.6457244080083 269.68593700760164 269.65695146657157
317	288.0026 288.0026 288.0025999999999 288.0026
318	267.0131 267.0131 267.0131 267.0131
319	261.8028 261.8028 261.8028 261.8028
320	245.30399999999997 245.30400000000003 245.304 245.30399999999997
321	143.0190846870619 143.0190797963834 143.01909376361624 143.0190846870619
322	278.4556 278.4556 278.4556 278.4556
323	274.0823 274.0823 274.0823 274.0823
324	-32.19170000000162 -32.1917000000029 -32.19170000000023 -32.19170000000162
325	279.2168 279.2168 279.2167999999999 279.2168
326	117.79498841277696 117.79498462983864 117.79499536247594 117.79498841277696
327	269.5642 269.5642 269.5642 269.5642
328	272.2517 272.2517 272.2517 272.2517
329	252.3342 252.3342 252.33419999999998 252.3342
330	77.59409992745859 77.59409989391399 77.5940999788563 77.59409992745859
331	256.287 256.287 256.287 256.287
332	256.5984 256.5984 256.5984 256.5984
333	88.63479881301129 88.63479835496479 88.63479958799029 88.63479881301129
334	241.74549999999996 241.7455 241.7455 241.74549999999996
335	265.5428 265.5428 265.5428 265.5428
336	259.8779 259.8779 259.87789999999995 259.8779
337	244.45570000000004 244.4557 244.45569999999998 244.45570000000004
338	275.9813 275.9813 275.9813 275.9813
339	149.8292662277635 149.82910130744506 149.82961939469664 149.8292662277635
340	262.7012 262.7012 262.7012 262.7012
341	258.764 258.764 258.764 258.764
342	252.54838381016373 252.4140790749987 252.95045516096812 252.54838381016373
343	-43.04800000004511 -43.04800000007602 -43.04800000000829 -43.04800000004511
344	-8.486900000282864 -8.48690000046023 -8.48690000005829 -8.486900000282864
345	22.73849999390588 22.738499990653064 22.738499998478485 22.73849999390588
346	213.61689092719678 213.59982768376 213.66186757687913 213.61689092719678
347	245.2099 245.2099 245.20989999999998 245.2099
348	246.6157 246.6157 246.6157 246.6157
349	248.13420299570325 248.13366143778316 248.13542258066514 248.13420299570325
350	246.40160000000003 246.4016 246.4016 246.40160000000003
351	151.54705648623118 151.54649001317824 151.54833464340956 151.54705648623118
352	269.5986 269.5986 269.5986 269.5986
353	252.9973 252.99730000000002 252.99729999999997 252.9973
354	253.7339 253.7339 253.73389999999998 253.7339
355	-34.93450000002644 -34.93450000004502 -34.9345000000047 -34.93450000002644
356	46.9158999952179 46.915899992631125 46.91589999882402 46.9158999952179
357	172.7651886688213 172.76502827154908 172.7655317505678 172.7651886688213
358	43.48249998489553 43.4824999772342 43.48249999600877 43.48249998489553
359	247.1358 247.1358 247.1358 247.1358
360	76.85669974255435 76.85669963256645 76.85669991878031 76.85669974255435
361	163.79755346437085 163.79691927913262 163.79899136297314 163.79755346437085
362	249.57795734532655 249.441117222779 249.98825346011242 249.57795734532655
363	-41.43900000000342 -41.43900000000607 -41.43900000000053 -41.43900000000342
364	261.0783 261.0783 261.0783 261.0783
365	225.00204982099876 224.9141647957773 225.25682646759944 225.00204982099876
366	225.82519999999997 225.82520000000002 225.8252 225.82519999999997
367	237.5731 237.5731 237.5731 237.5731
368	252.5945 252.5945 252.59449999999998 252.5945
369	248.8896 248.88960000000003 248.88959999999997 248.8896
370	251.1684 251.1684 251.1684 251.1684
371	239.93359495766643 239.9335932035884 239.93359808418288 239.93359495766643
372	-22.965200000133944 -22.965200000221092 -22.965200000026343 -22.965200000133944
373	87.89329962294184 87.89329946578681 87.89329987817348 87.89329962294184
374	22.692099996247862 22.692099994191178 22.692099999091173 22.692099996247862
375	-77.93380000000006 -77.93380000000013 -77.93379999999999 -77.93380000000006
376	-47.36920000000057 -47.36920000000104 -47.36920000000007 -47.36920000000057
377	87.71499977816505 87.71499968248328 87.71499993066303 87.71499977816505
378	-55.54840000000067 -55.548400000001216 -55.548400000000086 -55.54840000000067
379	-77.44810000000041 -77.44810000000075 -77.44810000000007 -77.44810000000041
380	-68.51550000000002 -68.51550000000002 -68.5155 -68.51550000000002
381	-79.2419 -79.24190000000002 -79.2419 -79.2419
382	-77.02040000000005 -77.02040000000008 -77.0204 -77.02040000000005
383	-77.60970000000006 -77.6097000000001 -77.6097 -77.60970000000006
384	-78.08470000000011 -78.08470000000021 -78.08470000000003 -78.08470000000011
385	-76.63280000000012 -76.6328000000002 -76.63280000000002 -76.63280000000012
386	-77.18090000000002 -77.18090000000004 -77.1809 -77.18090000000002
387	-77.04590000000012 -77.04590000000022 -77.0459 -77.04590000000012
388	-74.91340000000034 -74.91340000000064 -74.91340000000005 -74.91340000000034
389	-80.21960000000001 -80.21960000000004 -80.21959999999999 -80.21960000000001
390	-80.51150000000001 -80.51150000000003 -80.51150000000001 -80.51150000000001
391	-75.51250000000292 -75.51250000000519 -75.51250000000044 -75.51250000000292
392	-67.65670000000196 -67.6567000000035 -67.6567000000003 -67.65670000000196
393	-72.52410000000012 -72.52410000000022 -72.52410000000002 -72.52410000000012
394	-72.15050000000004 -72.15050000000006 -72.15050000000001 -72.15050000000004
395	-69.37590000000183 -69.3759000000033 -69.37590000000027 -69.37590000000183
396	-77.79370000000017 -77.79370000000031 -77.7937 -77.79370000000017
397	-80.97980000000017 -80.97980000000032 -80.97980000000003 -80.97980000000017
398	-77.28890000000028 -77.28890000000052 -77.28890000000004 -77.28890000000028
399	-64.81260000000047 -64.81260000000087 -64.81260000000006 -64.81260000000047
400	-77.65670000000011 -77.65670000000019 -77.65670000000001 -77.65670000000011
401	-73.07200000000104 -73.07200000000189 -73.07200000000014 -73.07200000000104
402	-78.91690000000007 -78.91690000000013 -78.9169 -78.91690000000007
403	-81.58170000000013 -81.58170000000021 -81.58170000000001 -81.58170000000013
404	-76.79490000000027 -76.7949000000005 -76.79490000000003 -76.79490000000027
405	-81.25990000000024 -81.25990000000048 -81.25990000000003 -81.25990000000024
406	-75.42100000000072 -75.4210000000013 -75.4210000000001 -75.42100000000072
407	-74.64300000000003 -74.64300000000006 -74.643 -74.64300000000003
408	-81.4588 -81.45880000000001 -81.4588 -81.4588
409	-78.93060000000004 -78.93060000000007 -78.9306 -78.93060000000004
410	-80.24400000000006 -80.24400000000011 -80.24399999999999 -80.24400000000006
411	-80.60720000000002 -80.60720000000003 -80.60719999999999 -80.60720000000002
412	-75.7554000000001 -75.75540000000017 -75.75540000000001 -75.7554000000001
413	-71.57470000000008 -71.57470000000013 -71.5747 -71.57470000000008
414	-78.1249000000003 -78.12490000000052 -78.12490000000004 -78.1249000000003
415	-80.10870000000001 -80.10870000000003 -80.1087 -80.10870000000001
416	-75.29270000000001 -75.29270000000001 -75.29270000000001 -75.29270000000001
417	-76.42020000000005 -76.42020000000011 -76.42020000000001 -76.42020000000005
418	-74.23390000000076 -74.23390000000137 -74.23390000000012 -74.23390000000076
419	-76.8503 -76.8503 -76.8503 -76.8503
420	-80.44750000000002 -80.44750000000002 -80.4475 -80.44750000000002
421	-77.39750000000002 -77.39750000000005 -77.39750000000001 -77.39750000000002
422	-76.00790000000002 -76.00790000000003 -76.0079 -76.00790000000002
423	-51.413200000001986 -51.413200000003556 -51.413200000000295 -51.413200000001986
424	-47.81790000000062 -47.81790000000113 -47.81790000000009 -47.81790000000062
425	-76.85310000000004 -76.85310000000007 -76.8531 -76.85310000000004
426	-78.90050000000002 -78.90050000000004 -78.9005 -78.90050000000002
427	-78.02600000000004 -78.02600000000005 -78.02600000000001 -78.02600000000004
428	-78.31350000000002 -78.31350000000002 -78.3135 -78.31350000000002
429	-80.07550000000003 -80.07550000000006 -80.0755 -80.07550000000003
430	-77.81930000000001 -77.81930000000003 -77.8193 -77.81930000000001
431	-74.96320000000003 -74.96320000000003 -74.9632 -74.96320000000003
432	-81.51450000000001 -81.51450000000004 -81.51450000000001 -81.51450000000001
