1	-78.29750000000196 -78.29750000000348 -78.29750000000027 -78.29750000000196
2	-70.50910000000677 -70.50910000001184 -70.5091000000011 -70.50910000000677
3	-79.61040000000034 -79.61040000000062 -79.61040000000006 -79.61040000000034
4	-78.55520000000001 -78.55520000000001 -78.55519999999999 -78.55520000000001
5	-74.48920000000022 -74.4892000000004 -74.48920000000003 -74.48920000000022
6	-75.31150000000007 -75.31150000000012 -75.31150000000001 -75.31150000000007
7	-76.62130000000043 -76.6213000000008 -76.62130000000006 -76.62130000000043
8	-77.7745000000003 -77.77450000000056 -77.77450000000003 -77.7745000000003
9	-78.06500000000004 -78.06500000000005 -78.06500000000001 -78.06500000000004
10	-79.53210000000001 -79.53210000000003 -79.53209999999999 -79.53210000000001
11	-76.78820000000003 -76.78820000000005 -76.78819999999999 -76.78820000000003
12	-81.11670000000004 -81.11670000000007 -81.1167 -81.11670000000004
13	-77.86090000000007 -77.86090000000014 -77.86090000000002 -77.86090000000007
14	-78.0510000000002 -78.05100000000037 -78.05100000000002 -78.0510000000002
15	-72.08970000000004 -72.08970000000006 -72.08970000000001 -72.08970000000004
16	-77.61330000000036 -77.61330000000066 -77.61330000000007 -77.61330000000036
17	-79.16240000000002 -79.16240000000003 -79.16239999999999 -79.16240000000002
18	235.0722525373402 235.01774097073374 235.22542406291632 235.0722525373402
19	-70.05000000000013 -70.05000000000021 -70.05000000000003 -70.05000000000013
20	-74.7022 -74.70220000000002 -74.7022 -74.7022
21	-66.61930000000147 -66.61930000000264 -66.61930000000022 -66.61930000000147
22	-78.87140000000008 -78.87140000000016 -78.87140000000001 -78.87140000000008
23	-73.41660000000009 -73.41660000000016 -73.4166 -73.41660000000009
24	-77.85940000000005 -77.85940000000008 -77.85940000000001 -77.85940000000005
25	-76.42760000000001 -76.42760000000003 -76.4276 -76.42760000000001
26	-72.63320000000003 -72.63320000000006 -72.6332 -72.63320000000003
27	-68.47350000000003 -68.47350000000004 -68.4735 -68.47350000000003
28	-75.64070000000011 -75.64070000000018 -75.64070000000001 -75.64070000000011
29	-77.42490000000002 -77.42490000000002 -77.4249 -77.42490000000002
30	-72.40920000000006 -72.4092000000001 -72.40920000000001 -72.40920000000006
31	-76.17000000000007 -76.17000000000012 -76.17 -76.17000000000007
32	-76.30050000000003 -76.30050000000004 -76.3005 -76.30050000000003
33	-73.19340000000011 -73.19340000000021 -73.19340000000001 -73.19340000000011
34	-77.48960000000002 -77.48960000000004 -77.48960000000001 -77.48960000000002
35	-77.42010000000023 -77.42010000000043 -77.42010000000003 -77.42010000000023
36	-71.31320000000011 -71.31320000000018 -71.31320000000001 -71.31320000000011
37	-75.3877000000001 -75.38770000000015 -75.38770000000001 -75.3877000000001
38	-77.3143000000001 -77.3143000000002 -77.31430000000002 -77.3143000000001
39	-77.86050000000026 -77.86050000000047 -77.86050000000003 -77.86050000000026
40	-79.45290000000006 -79.45290000000013 -79.4529 -79.45290000000006
41	-73.995 -73.99500000000003 -73.995 -73.995
42	-76.92230000000002 -76.92230000000004 -76.9223 -76.92230000000002
43	270.6239 270.6239 270.6239 270.6239
44	249.7127 249.7127 249.71269999999998 249.7127
45	277.076 277.076 277.07599999999996 277.076
46	240.3186 240.3186 240.31859999999998 240.3186
47	252.16649999999998 252.1665 252.1665 252.16649999999998
48	278.8691 278.8691 278.8691 278.8691
49	252.4236 252.4236 252.4236 252.4236
50	269.6583 269.6583 269.6583 269.6583
51	243.9284 243.9284 243.92839999999998 243.9284
52	272.9466 272.9466 272.9466 272.9466
53	239.3011 239.3011 239.30109999999996 239.3011
54	271.6708 271.6708 271.6708 271.6708
55	250.5379 250.5379 250.5379 250.5379
56	244.0712 244.0712 244.0712 244.0712
57	253.6592 253.6592 253.6592 253.6592
58	263.2698 263.2698 263.2698 263.2698
59	256.5143018844036 256.3790466790377 256.9194544558347 256.5143018844036
60	264.423 264.423 264.423 264.423
61	268.5104491597048 268.5096027628839 268.5123922764688 268.5104491597048
62	285.9756 285.9756 285.9756 285.9756
63	263.1827 263.1827 263.1827 263.1827
64	271.3384 271.3384 271.3384 271.3384
65	99.2338968496184 99.23389571511164 99.23389883769838 99.2338968496184
66	264.9542 264.9542 264.95419999999996 264.9542
67	263.2788 263.2788 263.2788 263.2788
68	284.8716 284.8716 284.87159999999994 284.8716
69	251.619 251.619 251.61899999999997 251.619
70	275.9767 275.9767 275.97669999999994 275.9767
71	256.3502 256.3502 256.3502 256.3502
72	259.6716 259.6716 259.6716 259.6716
73	258.4375 258.4375 258.43749999999994 258.4375
74	244.836 244.836 244.83599999999998 244.836
75	250.3586 250.3586 250.35859999999997 250.3586
76	268.5931 268.5931 268.59309999999994 268.5931
77	251.61030000000002 251.6103 251.61029999999997 251.61030000000002
78	252.5964 252.59640000000002 252.5964 252.5964
79	262.7746 262.7746 262.7746 262.7746
80	253.5107 253.5107 253.5107 253.5107
81	207.313384427546 207.3055305731088 207.33331647960011 207.313384427546
82	256.6345 256.6345 256.6345 256.6345
83	11.420999999688396 11.420999999493949 11.420999999935393 11.420999999688396
84	266.8623 266.8623 266.8623 266.8623
85	270.4502 270.4502 270.4502 270.4502
86	265.555 265.555 265.555 265.555
87	242.2916 242.2916 242.29159999999996 242.2916
88	260.6366 260.6366 260.6366 260.6366
89	244.8429 244.84290000000001 244.8429 244.8429
90	244.43419999999998 244.4342 244.43419999999998 244.43419999999998
91	258.60567945686716 258.4897888397707 258.9485594433544 258.60567945686716
92	256.2618 256.2618 256.2618 256.2618
93	259.0834 259.0834 259.0833999999999 259.0834
94	24.782599997620782 24.782599996284244 24.782599999439896 24.782599997620782
95	255.7105 255.7105 255.7105 255.7105
96	-72.85720000000005 -72.8572000000001 -72.8572 -72.85720000000005
97	-68.20490000000056 -68.20490000000103 -68.20490000000008 -68.20490000000056
98	-72.70920000000002 -72.70920000000004 -72.70920000000001 -72.70920000000002
99	-67.78130000000014 -67.78130000000027 -67.78130000000002 -67.78130000000014
100	-75.87440000000001 -75.87440000000002 -75.87440000000001 -75.87440000000001
101	-70.6021000000005 -70.60210000000092 -70.60210000000006 -70.6021000000005
102	-52.87580000000022 -52.875800000000396 -52.87580000000002 -52.87580000000022
103	-71.90200000000002 -71.90200000000004 -71.90199999999999 -71.90200000000002
104	-23.00340000008553 -23.0034000001424 -23.00340000001636 -23.00340000008553
105	-58.3323000000001 -58.33230000000021 -58.33230000000001 -58.3323000000001
106	-17.199300000007856 -17.199300000013697 -17.19930000000129 -17.199300000007856
107	-71.66730000000005 -71.6673000000001 -71.66730000000001 -71.66730000000005
108	-68.0291 -68.02910000000001 -68.0291 -68.0291
109	-72.1723000000004 -72.17230000000073 -72.17230000000005 -72.1723000000004
110	-76.68900000000001 -76.68900000000001 -76.689 -76.68900000000001
111	-77.41980000000002 -77.41980000000004 -77.4198 -77.41980000000002
112	-80.6567 -80.65670000000001 -80.6567 -80.6567
113	-80.84440000000002 -80.84440000000004 -80.84440000000001 -80.84440000000002
114	-78.86060000000016 -78.8606000000003 -78.8606 -78.86060000000016
115	-77.42500000000042 -77.42500000000078 -77.42500000000005 -77.42500000000042
116	-77.36940000000003 -77.36940000000004 -77.3694 -77.36940000000003
117	-73.96450000000016 -73.96450000000029 -73.96450000000002 -73.96450000000016
118	-79.77620000000027 -79.7762000000005 -79.77620000000005 -79.77620000000027
119	-81.3244000000002 -81.32440000000037 -81.32440000000001 -81.3244000000002
120	-77.90600000000003 -77.90600000000006 -77.906 -77.90600000000003
121	-82.14120000000008 -82.14120000000015 -82.14120000000001 -82.14120000000008
122	-81.55930000000001 -81.55930000000002 -81.55930000000001 -81.55930000000001
123	-78.3039 -78.30390000000001 -78.3039 -78.3039
124	-79.25530000000005 -79.25530000000008 -79.2553 -79.25530000000005
125	-79.02840000000002 -79.02840000000002 -79.02839999999999 -79.02840000000002
126	-75.7202 -75.72020000000002 -75.7202 -75.7202
127	-78.75600000000001 -78.75600000000004 -78.756 -78.75600000000001
128	-77.23250000000006 -77.2325000000001 -77.23249999999999 -77.23250000000006
129	-77.2278 -77.2278 -77.2278 -77.2278
130	-77.55840000000002 -77.55840000000002 -77.55839999999999 -77.55840000000002
131	-79.0296 -79.02960000000002 -79.0296 -79.0296
132	-74.08500000000002 -74.08500000000002 -74.085 -74.08500000000002
133	-76.21780000000001 -76.21780000000003 -76.2178 -76.21780000000001
134	-79.03120000000001 -79.03120000000004 -79.03120000000001 -79.03120000000001
135	-75.79160000000002 -75.79160000000003 -75.7916 -75.79160000000002
136	-78.61190000000002 -78.61190000000002 -78.6119 -78.61190000000002
137	-74.65630000000002 -74.65630000000002 -74.6563 -74.65630000000002
138	-73.36200000000007 -73.36200000000012 -73.36200000000001 -73.36200000000007
139	-74.03560000000002 -74.03560000000003 -74.03559999999999 -74.03560000000002
140	-47.128700000001736 -47.1287000000031 -47.128700000000265 -47.128700000001736
141	-60.41430000000009 -60.41430000000017 -60.414300000000004 -60.41430000000009
142	-35.34580000000053 -35.345800000000985 -35.34580000000007 -35.34580000000053
143	-39.15480000000015 -39.154800000000286 -39.154800000000016 -39.15480000000015
144	-31.473100000000763 -31.47310000000139 -31.473100000000105 -31.473100000000763
145	-30.470900000003567 -30.47090000000631 -30.470900000000555 -30.470900000003567
146	-16.46110000000758 -16.461100000013218 -16.46110000000124 -16.46110000000758
147	-40.15190000000024 -40.15190000000045 -40.151900000000026 -40.15190000000024
148	287.6068 287.6068 287.6068 287.6068
149	-41.0109000000001 -41.01090000000019 -41.01090000000001 -41.0109000000001
150	-39.875400000000845 -39.875400000001534 -39.87540000000011 -39.875400000000845
151	259.3872 259.3872 259.3872 259.3872
152	273.6396 273.6396 273.6395999999999 273.6396
153	276.1721 276.1721 276.17209999999994 276.1721
154	229.0568 229.05680000000004 229.0568 229.0568
155	23.69919999616124 23.699199994059693 23.699199999068867 23.69919999616124
156	189.17125151942219 189.1705345179293 189.17288580927382 189.17125151942219
157	252.4665 252.4665 252.46649999999997 252.4665
158	239.33256655566717 239.33222999612948 239.33330926563445 239.33256655566717
159	257.6477 257.6477 257.64769999999993 257.6477
160	233.7975072990724 233.75208649315564 233.92374584698265 233.7975072990724
161	267.8887 267.8887 267.8887 267.8887
162	270.4738 270.4738 270.4737999999999 270.4738
163	253.39859999999996 253.3986 253.39859999999996 253.39859999999996
164	252.42954706367664 252.41453063762188 252.46887520642053 252.42954706367664
165	-2.5729000000571145 -2.57290000009583 -2.5729000000106486 -2.5729000000571145
166	249.981 249.981 249.98099999999997 249.981
167	294.4484 294.4484 294.4484 294.4484
168	248.36939999999998 248.3694 248.36939999999998 248.36939999999998
169	148.4802684649957 148.48025896730556 148.4802865638203 148.4802684649957
170	157.22684061023307 157.2261546231643 157.22840122838988 157.22684061023307
171	237.3118 237.31180000000003 237.3118 237.3118
172	248.3352999999999 248.3352999999999 248.3353 248.3352999999999
173	250.26599999999985 250.26599999999974 250.26599999999996 250.26599999999985
174	46.33699986924146 46.33699981093057 46.336999960458115 46.33699986924146
175	261.4511 261.4511 261.45109999999994 261.4511
176	238.30119999999997 238.3012 238.30119999999997 238.30119999999997
177	234.6173 234.61730000000003 234.61729999999997 234.6173
178	251.8796 251.8796 251.8796 251.8796
179	262.2303 262.2303 262.2303 262.2303
180	154.94663665085102 154.946594071563 154.94672286587024 154.94663665085102
181	41.96509998294935 41.9650999743607 41.965099995460236 41.96509998294935
182	108.2971977538451 108.29719692502556 108.29719918864173 108.2971977538451
183	253.9729180036524 253.88377190164158 254.23160944104472 253.9729180036524
184	245.4196 245.41960000000003 245.4196 245.4196
185	270.5228 270.5228 270.5228 270.5228
186	244.67809999999983 244.67809999999972 244.67809999999994 244.67809999999983
187	272.3852 272.3852 272.3852 272.3852
188	117.41009123598594 117.41008831215667 117.41009655308899 117.41009123598594
189	256.3977 256.3977 256.39769999999993 256.3977
190	-76.32210000000005 -76.32210000000012 -76.32209999999999 -76.32210000000005
191	-77.00460000000024 -77.00460000000042 -77.00460000000005 -77.00460000000024
192	-81.58080000000005 -81.58080000000008 -81.58080000000001 -81.58080000000005
193	-75.62380000000007 -75.62380000000014 -75.6238 -75.62380000000007
194	-76.30450000000003 -76.30450000000009 -76.3045 -76.30450000000003
