1	-72.73410000000179 -72.73410000000321 -72.73410000000027 -72.73410000000179
2	-50.847500000005255 -50.84750000000924 -50.847500000000835 -50.847500000005255
3	6.662399996153923 6.662399994048584 6.662399999066982 6.662399996153923
4	-80.01420000000002 -80.01420000000003 -80.0142 -80.01420000000002
5	-74.56370000000004 -74.56370000000008 -74.5637 -74.56370000000004
6	-79.87510000000002 -79.87510000000003 -79.8751 -79.87510000000002
7	-76.0244 -76.02440000000001 -76.02439999999999 -76.0244
8	-79.74540000000002 -79.74540000000003 -79.74539999999999 -79.74540000000002
9	-74.63190000000004 -74.63190000000009 -74.6319 -74.63190000000004
10	-81.3161 -81.31610000000002 -81.31609999999999 -81.3161
11	-81.13120000000002 -81.13120000000004 -81.1312 -81.13120000000002
12	-75.32980000000006 -75.3298000000001 -75.3298 -75.32980000000006
13	-73.17240000000082 -73.1724000000015 -73.17240000000012 -73.17240000000082
14	-6.059500000044972 -6.059500000075803 -6.05950000000826 -6.059500000044972
15	-34.5468000000025 -34.54680000000446 -34.54680000000038 -34.5468000000025
16	-79.30950000000003 -79.30950000000007 -79.3095 -79.30950000000003
17	-78.22040000000014 -78.22040000000024 -78.22040000000003 -78.22040000000014
18	-73.8660000000005 -73.86600000000092 -73.86600000000006 -73.8660000000005
19	-76.98420000000006 -76.98420000000011 -76.9842 -76.98420000000006
20	-77.16520000000001 -77.16520000000003 -77.1652 -77.16520000000001
21	-74.12910000000016 -74.12910000000029 -74.12910000000002 -74.12910000000016
22	-78.43480000000017 -78.4348000000003 -78.43480000000002 -78.43480000000017
23	-70.24560000000011 -70.2456000000002 -70.24560000000001 -70.24560000000011
24	-79.71780000000004 -79.71780000000008 -79.7178 -79.71780000000004
25	-82.05060000000003 -82.05060000000007 -82.05059999999999 -82.05060000000003
26	-76.74870000000006 -76.74870000000013 -76.74869999999999 -76.74870000000006
27	-76.20770000000007 -76.20770000000016 -76.2077 -76.20770000000007
28	-79.36710000000011 -79.3671000000002 -79.36710000000002 -79.36710000000011
29	-75.52370000000006 -75.52370000000012 -75.5237 -75.52370000000006
30	-76.21710000000026 -76.21710000000047 -76.21710000000003 -76.21710000000026
31	-72.47000000000003 -72.47000000000006 -72.47 -72.47000000000003
32	-77.76080000000005 -77.76080000000007 -77.7608 -77.76080000000005
33	253.0492 253.0492 253.04919999999998 253.0492
34	272.02275087404956 271.9986062967998 272.08754378851313 272.02275087404956
35	259.101748375444 259.096989830177 259.11354577211864 259.101748375444
36	275.2056 275.2056 275.2056 275.2056
37	212.10918530530606 212.10279166275444 212.1252551695158 212.10918530530606
38	261.6305999997934 261.6305999996618 261.63059999995824 261.6305999997934
39	258.80421559485825 258.80344400350117 258.80597989648624 258.80421559485825
40	269.0581 269.0581 269.0581 269.0581
41	-77.55100000000003 -77.55100000000004 -77.551 -77.55100000000003
42	-77.59310000000013 -77.59310000000025 -77.59310000000002 -77.59310000000013
43	-78.31330000000023 -78.31330000000038 -78.31330000000003 -78.31330000000023
44	-82.28190000000002 -82.28190000000005 -82.28190000000001 -82.28190000000002
45	-73.17410000000017 -73.17410000000031 -73.17410000000002 -73.17410000000017
46	-80.54970000000009 -80.54970000000019 -80.54970000000002 -80.54970000000009
47	-77.6335000000005 -77.63350000000091 -77.63350000000007 -77.6335000000005
48	-74.63270000000061 -74.63270000000112 -74.63270000000007 -74.63270000000061
49	-74.83830000000006 -74.83830000000012 -74.8383 -74.83830000000006
50	-70.39290000000018 -70.39290000000034 -70.39290000000003 -70.39290000000018
51	-72.01050000000012 -72.01050000000022 -72.01050000000002 -72.01050000000012
52	-78.68080000000002 -78.68080000000003 -78.6808 -78.68080000000002
53	-78.4835 -78.48350000000002 -78.4835 -78.4835
54	-77.56480000000002 -77.56480000000002 -77.5648 -77.56480000000002
55	-76.21480000000004 -76.21480000000007 -76.21480000000001 -76.21480000000004
56	-77.76260000000005 -77.76260000000009 -77.7626 -77.76260000000005
57	-78.6540000000001 -78.65400000000017 -78.65400000000001 -78.6540000000001
58	-78.30470000000004 -78.30470000000008 -78.3047 -78.30470000000004
59	-77.1811000000001 -77.18110000000021 -77.18110000000001 -77.1811000000001
60	-80.08860000000006 -80.08860000000011 -80.08859999999999 -80.08860000000006
61	-76.74360000000003 -76.74360000000004 -76.74359999999999 -76.74360000000003
62	-78.48710000000028 -78.48710000000051 -78.48710000000004 -78.48710000000028
63	-75.29950000000024 -75.29950000000044 -75.29950000000004 -75.29950000000024
64	-75.20020000000004 -75.20020000000007 -75.20020000000001 -75.20020000000004
65	-74.76030000000013 -74.76030000000023 -74.76030000000002 -74.76030000000013
66	-81.12100000000017 -81.1210000000003 -81.12100000000002 -81.12100000000017
67	-74.72020000000029 -74.72020000000055 -74.72020000000003 -74.72020000000029
68	-77.8125000000003 -77.81250000000055 -77.81250000000003 -77.8125000000003
69	-81.5607000000001 -81.5607000000002 -81.56070000000001 -81.5607000000001
70	-73.71030000000016 -73.7103000000003 -73.71030000000002 -73.71030000000016
71	-78.29230000000025 -78.29230000000045 -78.29230000000004 -78.29230000000025
72	-79.80920000000008 -79.80920000000013 -79.8092 -79.80920000000008
73	-80.91170000000004 -80.91170000000008 -80.91170000000001 -80.91170000000004
74	-77.94400000000046 -77.94400000000084 -77.94400000000006 -77.94400000000046
75	-74.15180000000008 -74.15180000000015 -74.15180000000001 -74.15180000000008
76	-76.44370000000009 -76.44370000000016 -76.44370000000002 -76.44370000000009
77	-72.01150000000007 -72.01150000000013 -72.01150000000001 -72.01150000000007
78	-74.87710000000023 -74.87710000000044 -74.87710000000003 -74.87710000000023
79	-79.97230000000009 -79.97230000000015 -79.97230000000002 -79.97230000000009
80	-79.22800000000002 -79.22800000000005 -79.22800000000001 -79.22800000000002
